species,TCGA-2H-A9GF.Tumor.RNAseq.579,TCGA-2H-A9GG.Tumor.RNAseq.755,TCGA-2H-A9GH.Tumor.RNAseq.2a3,TCGA-2H-A9GI.Tumor.RNAseq.eed,TCGA-2H-A9GJ.Tumor.RNAseq.a43,TCGA-2H-A9GK.Tumor.RNAseq.942,TCGA-2H-A9GL.Tumor.RNAseq.82d,TCGA-2H-A9GM.Tumor.RNAseq.886,TCGA-2H-A9GN.Tumor.RNAseq.c45,TCGA-2H-A9GO.Tumor.RNAseq.033,TCGA-2H-A9GQ.Tumor.RNAseq.d23,TCGA-2H-A9GR.Tumor.RNAseq.397,TCGA-IC-A6RE.Normal.RNAseq.eb2,TCGA-IC-A6RE.Tumor.RNAseq.6c9,TCGA-IC-A6RF.Normal.RNAseq.639,TCGA-IC-A6RF.Tumor.RNAseq.5d9,TCGA-IG-A3I8.Normal.WGS.222,TCGA-IG-A3I8.Normal.WGS.a07,TCGA-IG-A3I8.Tumor.RNAseq.f83,TCGA-IG-A3I8.Tumor.WGS.d45,TCGA-IG-A3QL.Normal.WGS.e64,TCGA-IG-A3QL.Tumor.RNAseq.85d,TCGA-IG-A3QL.Tumor.WGS.da1,TCGA-IG-A3Y9.Normal.WGS.dbf,TCGA-IG-A3Y9.Tumor.WGS.c2e,TCGA-IG-A3YA.Normal.WGS.30a,TCGA-IG-A3YA.Tumor.RNAseq.66a,TCGA-IG-A3YA.Tumor.WGS.d20,TCGA-IG-A3YB.Normal.WGS.be8,TCGA-IG-A3YB.Tumor.RNAseq.8fe,TCGA-IG-A3YB.Tumor.WGS.6b5,TCGA-IG-A3YB.Tumor.WGS.aac,TCGA-IG-A3YC.Normal.WGS.42f,TCGA-IG-A3YC.Tumor.RNAseq.276,TCGA-IG-A3YC.Tumor.WGS.a12,TCGA-IG-A4P3.Normal.WGS.905,TCGA-IG-A4P3.Tumor.RNAseq.50d,TCGA-IG-A4P3.Tumor.WGS.a5b,TCGA-IG-A4QS.Tumor.RNAseq.542,TCGA-IG-A4QT.Normal.WGS.555,TCGA-IG-A4QT.Tumor.WGS.4bf,TCGA-IG-A50L.Normal.WGS.076,TCGA-IG-A50L.Tumor.RNAseq.93f,TCGA-IG-A50L.Tumor.WGS.3e7,TCGA-IG-A51D.Normal.WGS.780,TCGA-IG-A51D.Tumor.RNAseq.feb,TCGA-IG-A51D.Tumor.WGS.c42,TCGA-IG-A5B8.Normal.WGS.bbd,TCGA-IG-A5B8.Tumor.RNAseq.3b2,TCGA-IG-A5B8.Tumor.WGS.948,TCGA-IG-A5S3.Normal.WGS.035,TCGA-IG-A5S3.Tumor.RNAseq.200,TCGA-IG-A5S3.Tumor.WGS.736,TCGA-IG-A625.Tumor.RNAseq.096,TCGA-IG-A6QS.Tumor.RNAseq.817,TCGA-IG-A7DP.Tumor.RNAseq.ba3,TCGA-IG-A8O2.Tumor.RNAseq.982,TCGA-IG-A97H.Tumor.RNAseq.1d7,TCGA-IG-A97I.Normal.WGS.900,TCGA-IG-A97I.Tumor.RNAseq.432,TCGA-IG-A97I.Tumor.WGS.9b8,TCGA-JY-A6FA.Tumor.RNAseq.f91,TCGA-JY-A6FB.Tumor.RNAseq.6b6,TCGA-JY-A6FD.Tumor.RNAseq.339,TCGA-JY-A6FE.Tumor.RNAseq.3bf,TCGA-JY-A6FG.Tumor.RNAseq.cf4,TCGA-JY-A6FH.Tumor.RNAseq.ede,TCGA-JY-A938.Tumor.RNAseq.385,TCGA-JY-A939.Tumor.RNAseq.9a2,TCGA-JY-A93C.Tumor.RNAseq.3ba,TCGA-JY-A93C.Tumor.WGS.f40,TCGA-JY-A93D.Tumor.RNAseq.2c3,TCGA-JY-A93E.Tumor.RNAseq.2a0,TCGA-JY-A93F.Tumor.RNAseq.f8f,TCGA-KH-A6WC.Tumor.RNAseq.743,TCGA-L5-A43C.Normal.RNAseq.ffd,TCGA-L5-A43C.Normal.WGS.311,TCGA-L5-A43C.Tumor.RNAseq.5fe,TCGA-L5-A43C.Tumor.WGS.f5b,TCGA-L5-A43E.Normal.WGS.280,TCGA-L5-A43E.Normal.WGS.56f,TCGA-L5-A43E.Tumor.RNAseq.6bb,TCGA-L5-A43E.Tumor.WGS.70d,TCGA-L5-A43H.Normal.WGS.d67,TCGA-L5-A43H.Tumor.WGS.f8c,TCGA-L5-A43I.Normal.WGS.293,TCGA-L5-A43I.Tumor.WGS.dee,TCGA-L5-A43J.Normal.WGS.e99,TCGA-L5-A43J.Tumor.RNAseq.64f,TCGA-L5-A43J.Tumor.WGS.ed6,TCGA-L5-A43M.Normal.WGS.ec5,TCGA-L5-A43M.Tumor.WGS.4e3,TCGA-L5-A4OE.Normal.WGS.a69,TCGA-L5-A4OE.Tumor.RNAseq.0e5,TCGA-L5-A4OE.Tumor.WGS.498,TCGA-L5-A4OF.Normal.RNAseq.4cb,TCGA-L5-A4OF.Normal.WGS.798,TCGA-L5-A4OF.Normal.WGS.948,TCGA-L5-A4OF.Tumor.WGS.0b3,TCGA-L5-A4OF.Tumor.WGS.3ee,TCGA-L5-A4OG.Normal.RNAseq.76d,TCGA-L5-A4OG.Normal.WGS.963,TCGA-L5-A4OG.Tumor.RNAseq.ef4,TCGA-L5-A4OG.Tumor.WGS.cef,TCGA-L5-A4OH.Normal.WGS.418,TCGA-L5-A4OH.Tumor.RNAseq.0ce,TCGA-L5-A4OH.Tumor.WGS.ba8,TCGA-L5-A4OI.Normal.WGS.600,TCGA-L5-A4OI.Tumor.RNAseq.1fe,TCGA-L5-A4OI.Tumor.WGS.61f,TCGA-L5-A4OJ.Normal.RNAseq.d64,TCGA-L5-A4OJ.Normal.WGS.3de,TCGA-L5-A4OJ.Normal.WGS.9dc,TCGA-L5-A4OJ.Tumor.RNAseq.17c,TCGA-L5-A4OJ.Tumor.WGS.b81,TCGA-L5-A4OM.Normal.WGS.6cb,TCGA-L5-A4OM.Tumor.RNAseq.9d2,TCGA-L5-A4OM.Tumor.WGS.206,TCGA-L5-A4ON.Normal.WGS.076,TCGA-L5-A4ON.Tumor.RNAseq.2e8,TCGA-L5-A4ON.Tumor.WGS.9bb,TCGA-L5-A4OO.Normal.RNAseq.646,TCGA-L5-A4OO.Tumor.RNAseq.1f1,TCGA-L5-A4OP.Normal.WGS.6e4,TCGA-L5-A4OP.Tumor.RNAseq.6be,TCGA-L5-A4OP.Tumor.WGS.940,TCGA-L5-A4OQ.Normal.RNAseq.c24,TCGA-L5-A4OR.Normal.RNAseq.22f,TCGA-L5-A4OR.Normal.WGS.440,TCGA-L5-A4OR.Tumor.WGS.8a6,TCGA-L5-A4OS.Normal.WGS.643,TCGA-L5-A4OS.Tumor.RNAseq.85f,TCGA-L5-A4OS.Tumor.WGS.5c0,TCGA-L5-A4OT.Normal.WGS.2a1,TCGA-L5-A4OT.Tumor.RNAseq.71d,TCGA-L5-A4OT.Tumor.WGS.7d4,TCGA-L5-A4OU.Tumor.RNAseq.df3,TCGA-L5-A4OW.Tumor.RNAseq.e8e,TCGA-L5-A4OX.Tumor.RNAseq.c54,TCGA-L5-A88S.Tumor.RNAseq.906,TCGA-L5-A88T.Tumor.RNAseq.e81,TCGA-L5-A88V.Tumor.RNAseq.ecb,TCGA-L5-A88W.Tumor.RNAseq.2b3,TCGA-L5-A88Y.Tumor.RNAseq.9f3,TCGA-L5-A88Z.Tumor.RNAseq.6c5,TCGA-L5-A891.Normal.WGS.9fa,TCGA-L5-A891.Tumor.RNAseq.b37,TCGA-L5-A891.Tumor.WGS.6a8,TCGA-L5-A893.Tumor.RNAseq.4df,TCGA-L5-A8NE.Normal.WGS.da6,TCGA-L5-A8NE.Tumor.RNAseq.0e5,TCGA-L5-A8NE.Tumor.WGS.d6f,TCGA-L5-A8NF.Tumor.RNAseq.42a,TCGA-L5-A8NG.Tumor.RNAseq.106,TCGA-L5-A8NH.Tumor.RNAseq.e87,TCGA-L5-A8NI.Tumor.RNAseq.5da,TCGA-L5-A8NJ.Tumor.RNAseq.fc1,TCGA-L5-A8NK.Tumor.RNAseq.2e1,TCGA-L5-A8NL.Tumor.RNAseq.702,TCGA-L5-A8NM.Tumor.RNAseq.8c6,TCGA-L5-A8NN.Normal.WGS.5ef,TCGA-L5-A8NN.Tumor.RNAseq.b33,TCGA-L5-A8NN.Tumor.WGS.d94,TCGA-L5-A8NQ.Tumor.RNAseq.e97,TCGA-L5-A8NR.Tumor.RNAseq.05b,TCGA-L5-A8NS.Tumor.RNAseq.69a,TCGA-L5-A8NT.Tumor.RNAseq.8c4,TCGA-L5-A8NU.Tumor.RNAseq.411,TCGA-L5-A8NV.Tumor.RNAseq.9c7,TCGA-L5-A8NW.Tumor.RNAseq.023,TCGA-L7-A56G.Normal.WGS.706,TCGA-L7-A56G.Tumor.RNAseq.70a,TCGA-L7-A56G.Tumor.WGS.8e8,TCGA-L7-A6VZ.Normal.WGS.58c,TCGA-L7-A6VZ.Tumor.RNAseq.f69,TCGA-L7-A6VZ.Tumor.WGS.8fa,TCGA-LN-A49K.Normal.WGS.46d,TCGA-LN-A49K.Tumor.WGS.acf,TCGA-LN-A49L.Normal.WGS.99b,TCGA-LN-A49L.Normal.WGS.c79,TCGA-LN-A49L.Tumor.WGS.a95,TCGA-LN-A49L.Tumor.WGS.a9a,TCGA-LN-A49M.Normal.WGS.86f,TCGA-LN-A49M.Normal.WGS.d6f,TCGA-LN-A49M.Tumor.RNAseq.d16,TCGA-LN-A49M.Tumor.WGS.821,TCGA-LN-A49M.Tumor.WGS.dae,TCGA-LN-A49N.Normal.WGS.aa8,TCGA-LN-A49N.Tumor.WGS.cc2,TCGA-LN-A49O.Normal.WGS.0e9,TCGA-LN-A49O.Tumor.RNAseq.d4f,TCGA-LN-A49O.Tumor.WGS.e46,TCGA-LN-A49P.Normal.WGS.09a,TCGA-LN-A49P.Tumor.RNAseq.346,TCGA-LN-A49P.Tumor.WGS.bc9,TCGA-LN-A49R.Normal.WGS.427,TCGA-LN-A49R.Tumor.WGS.94a,TCGA-LN-A49S.Normal.WGS.a7e,TCGA-LN-A49S.Tumor.RNAseq.0a9,TCGA-LN-A49S.Tumor.WGS.f17,TCGA-LN-A49U.Normal.WGS.bc2,TCGA-LN-A49U.Tumor.RNAseq.450,TCGA-LN-A49U.Tumor.WGS.c07,TCGA-LN-A49V.Normal.WGS.693,TCGA-LN-A49V.Tumor.WGS.331,TCGA-LN-A49W.Normal.WGS.cfd,TCGA-LN-A49W.Tumor.RNAseq.dfd,TCGA-LN-A49W.Tumor.WGS.30b,TCGA-LN-A49X.Normal.WGS.36d,TCGA-LN-A49X.Tumor.RNAseq.36d,TCGA-LN-A49X.Tumor.WGS.e3d,TCGA-LN-A49Y.Normal.WGS.859,TCGA-LN-A49Y.Normal.WGS.902,TCGA-LN-A49Y.Tumor.RNAseq.32b,TCGA-LN-A49Y.Tumor.WGS.61d,TCGA-LN-A4A1.Normal.WGS.774,TCGA-LN-A4A1.Tumor.RNAseq.ffd,TCGA-LN-A4A1.Tumor.WGS.de6,TCGA-LN-A4A2.Normal.WGS.851,TCGA-LN-A4A2.Tumor.WGS.2f7,TCGA-LN-A4A3.Normal.WGS.bee,TCGA-LN-A4A3.Tumor.RNAseq.7ab,TCGA-LN-A4A3.Tumor.WGS.e04,TCGA-LN-A4A4.Normal.WGS.200,TCGA-LN-A4A4.Normal.WGS.c72,TCGA-LN-A4A4.Tumor.RNAseq.fc5,TCGA-LN-A4A4.Tumor.WGS.330,TCGA-LN-A4A4.Tumor.WGS.8f2,TCGA-LN-A4A5.Tumor.RNAseq.11e,TCGA-LN-A4A6.Normal.WGS.298,TCGA-LN-A4A6.Tumor.WGS.113,TCGA-LN-A4A8.Normal.WGS.3df,TCGA-LN-A4A8.Tumor.RNAseq.e2a,TCGA-LN-A4A8.Tumor.WGS.fd3,TCGA-LN-A4A9.Tumor.RNAseq.cc6,TCGA-LN-A4MQ.Normal.WGS.51c,TCGA-LN-A4MQ.Tumor.RNAseq.5b4,TCGA-LN-A4MQ.Tumor.WGS.beb,TCGA-LN-A4MR.Normal.WGS.a1b,TCGA-LN-A4MR.Tumor.WGS.6c3,TCGA-LN-A5U5.Normal.WGS.25f,TCGA-LN-A5U5.Normal.WGS.e87,TCGA-LN-A5U5.Tumor.RNAseq.ef4,TCGA-LN-A5U5.Tumor.WGS.d38,TCGA-LN-A5U5.Tumor.WGS.ee1,TCGA-LN-A5U6.Tumor.RNAseq.c00,TCGA-LN-A5U7.Tumor.RNAseq.88b,TCGA-LN-A7HV.Tumor.RNAseq.504,TCGA-LN-A7HW.Tumor.RNAseq.1ad,TCGA-LN-A7HX.Tumor.RNAseq.99e,TCGA-LN-A7HY.Tumor.RNAseq.f7b,TCGA-LN-A7HZ.Tumor.RNAseq.740,TCGA-LN-A8HZ.Tumor.RNAseq.628,TCGA-LN-A8I0.Tumor.RNAseq.b5f,TCGA-LN-A8I1.Normal.WGS.e4b,TCGA-LN-A8I1.Tumor.RNAseq.838,TCGA-LN-A8I1.Tumor.WGS.70b,TCGA-LN-A9FO.Tumor.RNAseq.ae5,TCGA-LN-A9FP.Tumor.RNAseq.350,TCGA-LN-A9FQ.Normal.WGS.432,TCGA-LN-A9FQ.Tumor.RNAseq.082,TCGA-LN-A9FQ.Tumor.WGS.a06,TCGA-LN-A9FR.Tumor.RNAseq.304,TCGA-M9-A5M8.Tumor.RNAseq.4ef,TCGA-Q9-A6FW.Tumor.RNAseq.d88,TCGA-R6-A6DN.Tumor.RNAseq.7ed,TCGA-R6-A6DQ.Tumor.RNAseq.a41,TCGA-R6-A6KZ.Tumor.RNAseq.22d,TCGA-R6-A6L4.Tumor.RNAseq.19e,TCGA-R6-A6XG.Tumor.RNAseq.fde,TCGA-R6-A6XQ.Tumor.RNAseq.ce6,TCGA-R6-A6Y0.Tumor.RNAseq.815,TCGA-R6-A8W5.Tumor.RNAseq.300,TCGA-R6-A8W8.Tumor.RNAseq.fb2,TCGA-R6-A8WC.Tumor.RNAseq.64b,TCGA-R6-A8WG.Tumor.RNAseq.cb5,TCGA-RE-A7BO.Tumor.RNAseq.e67,TCGA-S8-A6BV.Tumor.RNAseq.86b,TCGA-S8-A6BW.Tumor.RNAseq.802,TCGA-V5-A7RB.Tumor.RNAseq.2c7,TCGA-V5-A7RC.Normal.WGS.a0c,TCGA-V5-A7RC.Tumor.RNAseq.15e,TCGA-V5-A7RC.Tumor.RNAseq.5f5,TCGA-V5-A7RC.Tumor.WGS.050,TCGA-V5-A7RC.Tumor.WGS.3ce,TCGA-V5-A7RE.Normal.RNAseq.848,TCGA-V5-A7RE.Tumor.RNAseq.7c1,TCGA-V5-AASV.Tumor.RNAseq.2bb,TCGA-V5-AASW.Tumor.RNAseq.a2a,TCGA-V5-AASX.Normal.RNAseq.e7e,TCGA-V5-AASX.Tumor.RNAseq.0c4,TCGA-VR-A8EO.Tumor.RNAseq.e76,TCGA-VR-A8EP.Tumor.RNAseq.afe,TCGA-VR-A8EQ.Tumor.RNAseq.350,TCGA-VR-A8ER.Tumor.RNAseq.a53,TCGA-VR-A8ET.Tumor.RNAseq.d5b,TCGA-VR-A8EU.Tumor.RNAseq.421,TCGA-VR-A8EW.Tumor.RNAseq.a6b,TCGA-VR-A8EX.Tumor.RNAseq.547,TCGA-VR-A8EY.Tumor.RNAseq.48e,TCGA-VR-A8EZ.Tumor.RNAseq.48d,TCGA-VR-A8Q7.Tumor.RNAseq.053,TCGA-VR-AA4D.Tumor.RNAseq.325,TCGA-VR-AA4G.Tumor.RNAseq.52c,TCGA-VR-AA7I.Tumor.RNAseq.1a6,TCGA-XP-A8T6.Tumor.RNAseq.5ca,TCGA-XP-A8T8.Tumor.RNAseq.2d9,TCGA-Z6-A8JD.Tumor.RNAseq.d53,TCGA-Z6-A8JE.Tumor.RNAseq.e1a,TCGA-Z6-A9VB.Tumor.RNAseq.f2b,TCGA-Z6-AAPN.Tumor.RNAseq.64f,TCGA-ZR-A9CJ.Tumor.RNAseq.d6f
Archaea;Euryarchaeota;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus;Methanopyrus kandleri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidobacterium;Acidobacterium capsulatum,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Candidatus Koribacter;Candidatus Koribacter versatilis,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Granulicella;Granulicella tundricola,63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Terriglobus;Terriglobus roseus,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Acidobacteria;Blastocatellia;Unclassified;Unclassified;Chloracidobacterium;Chloracidobacterium thermophilum,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Acidimicrobium;Acidimicrobium ferrooxidans,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Acidothermales;Acidothermaceae;Acidothermus;Acidothermus cellulolyticus,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
